code_name,exp,SMILES,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,HOMO-LUMO gap_GFN,HOMO_GFN,LUMO_GFN,Dipole module_GFN,Total energy,Total disp. C6,Total disp. C8,Dispersion area,Dispersion volume,Chem. potential,Electrodon. power idx,Electroaccep. power idx,max. electron flow,Electrodon. Chem. potential,Electrodon. max. electron flow,Electrofugality,Nucleofugality,Intrinsic React. idx,Net Electrophilicity,Hyperhardness,Hypersoftness,Electrophilic descrip.,cub. electrophilicity idx,G solv. elec.,G solv. SASA,G solv. shift,Trans. dipole moment,HOMO occup.,LUMO occup.
CHEMBL479847,2.95,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1OC,7.7077,-7.9893,-0.2816,7.2256,0.6531,2.5436,0.0,547.3608,-17.7394,-5.4865,-8.7886,231.1601,0.3955,6.5725,0.1521,3.9393,1.1809,1.0548,11.0213,6.3193,61.0996,2.4954,-10.0363,-7.541,3.7466,-76.6531,22003.6052,529195.4375,385.9963,384.4528,-3.9393,1.6057,9.4844,0.8494,-5.5825,0.8494,0.5278,8.4065,1.1988,-7.8787,4.731,0.0167,1.1916,1.3354,-12.9815,0.0504,0.6782,4.4946,2.0,0.0
CHEMBL2086675,3.4,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3)cn2,8.1527,-7.5774,0.5753,6.8992,0.0271,2.9493,0.0,638.5653,-15.624,-2.3302,-8.4498,257.6124,0.3442,6.8721,0.1455,3.4632,0.8728,1.28,10.2648,,69.5746,2.7388,-9.8192,-7.0804,2.8521,-80.3304,28472.784,650667.3918,466.45,461.4959,-3.4632,0.8869,7.8132,0.754,-5.1812,0.754,0.8457,7.772,1.008,-6.9263,,,1.351,1.0727,-10.4709,-3.5011,0.6782,1.7859,2.0,0.0
CHEMBL2349324,4.5,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13,9.0066,-7.7486,1.2579,7.0715,0.2053,6.8016000000000005,0.0,616.8982,-23.3803,-7.5775,-8.475,278.1988,0.3223,6.8662,0.1457,3.6384,0.9645,1.1979,10.5851,6.0592,70.5652,2.7081,-9.829,-7.121,6.4575,-79.7281,31873.15,833783.9778,460.5223,471.1379,-3.6384,1.0779,8.3547,0.7799,-5.3549,0.7799,0.7592,8.036,1.0599,-7.2768,4.6837,0.0145,1.3213,1.1555,-15.4109,-1.0701,0.6782,3.322,2.0,0.0
CHEMBL383760,3.65,CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,7.7932,-8.2405,-0.4473,6.9403,0.7218,4.4299,0.0,649.1156,-17.7571,-2.7155,-8.6889,296.2206,0.4634,6.2185,0.1609,3.831,1.1824,1.073,10.387,6.5705,60.3727,2.1527,-9.7652,-7.6125,4.7906,-90.9404,36731.3438,897707.5232,486.0608,500.5826,-3.831,1.6761,9.3381,0.8666,-5.3857,0.8666,0.4607,8.1227,1.2332,-7.662,4.6477,0.0194,1.1758,1.3316,-13.3851,-2.3347,0.6782,1.1163,2.0,0.0
CHEMBL1934268,0.95,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,9.1606,-9.336,-0.1754,7.5657,-0.1759,6.9726,0.0,612.3022,-25.3963,-3.7856,-8.6106,289.996,0.1589,7.7415,0.1292,3.6949,0.8818,1.2212,11.1022,5.3289,90.9495,3.3766,-10.299,-6.9224,6.3508,-85.3284,35720.1929,848478.2535,482.8448,509.1698,-3.6949,0.7999,8.1897,0.7273000000000001,-5.6303,0.7273000000000001,1.0577,8.4475,0.9546,-7.3898,4.5207,0.0098,1.5822,1.1197,-21.8082,-0.4807,0.6782,2.8376,2.0,0.0
CHEMBL158766,1.37,Cc1ccc(O)c(O)c1,11.012,-8.926,2.0859,8.13,-2.0173,1.65,0.0,289.5689,-9.5122,-6.5088,-8.0068,88.2349,0.0449,10.1473,0.0985,3.0563,0.4604,1.6226,13.6557,1.5877,101.0479,4.1979,-10.1058,-5.9078,1.4685,-27.1943,3182.7166,75399.8703,177.5542,159.3308,-3.0563,0.0538,6.1664,0.5512,-5.5931,0.5512,2.4777,8.5904,0.6023000000000001,-6.1127,4.5655,0.0043,2.166,0.6804,-4.5002,0.8186,0.6782,3.765,2.0,0.0
CHEMBL837,1.6,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4,7.2741,-8.6697,-1.3956,7.4826,1.2773,7.703699999999999,0.0,595.894,-20.7771,-8.3326,-9.2816,263.8835,0.5067,6.2053,0.1612,4.38,1.5458,0.8819,10.979,7.0792,54.399,2.2624,-10.4128,-8.1504,7.7548,-83.5774,29267.2671,703754.2863,430.9488,444.493,-4.38,2.5789,11.3388,0.9559,-5.9313,0.9559,0.2685,9.0284,1.4117,-8.7599,4.6491,0.0194,1.2309,1.6678000000000002,-14.7698,1.6471,0.6782,6.2609,2.0,0.0
CHEMBL2110732,4.1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,7.5251,-7.9508,-0.4258,6.6846,0.9831,8.3724,0.0,747.9322,-17.8616,-3.0421,-8.6911,318.9712,0.5752,5.7015,0.1754,3.8338,1.2891,1.0307,9.7691,7.1506,57.6524,2.0688,-9.7254,-7.6567,10.1888,-96.2254,42300.3067,1033294.0445,535.4722,539.1645,-3.8338,2.0352,9.7029,0.9225,-5.2592,0.9225,0.306,7.9737,1.3449,-7.6677,4.626,0.025,1.1411,1.4158,-12.9568,-2.5409,0.6782,4.6778,2.0,0.0
CHEMBL2325601,2.65,Nc1n[nH]cc1c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4)C(F)(F)F,8.2883,-8.4323,-0.1441,7.5703,1.2371,4.9494,0.0,640.5082,-23.2032,-7.3503,-9.162,311.4571,0.4102,6.3332,0.158,4.4037,1.5315,0.8836,11.098,7.4129,72.0746,2.3496,-10.3369,-7.9872,3.7957,-103.6017,39588.9836,1082457.4993,473.3839,489.7778,-4.4037,2.514,11.3215,0.9455,-5.987,0.9455,0.2944,9.1019,1.391,-8.8075,4.8517,0.0191,1.2587,1.661,-18.6613,2.1302,0.6782,2.494,2.0,0.0
CHEMBL1209658,2.71,Fc1ccc(cc1C#N)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,8.0339,-8.7005,-0.6666000000000001,7.5539,0.8506,5.5488,0.0,589.346,-18.2758,-3.121,-8.9993,280.7412,0.356,6.7033000000000005,0.1492,4.2022,1.3178,0.9702,11.3957,6.1993,78.628,1.3325,-9.6656,-8.333,5.608,-82.0403,32911.5039,806993.2971,443.8341,473.2275,-4.2022,1.907,10.3115,0.8771,-5.878,0.8771,0.4673,8.8717,1.2542,-8.4045,4.5953,0.0153,1.2417,1.4714,-14.2432,-1.5897,0.6782,2.7774,2.0,0.0
CHEMBL2062571,2.24,CC(=O)Nc1ccc2ccn(c3cc(NC4COC4)n5ncc(C#N)c5n3)c2c1,7.641,-7.892,-0.251,7.1601,0.6583,8.7225,0.0,613.3104,-24.0141,-3.1614,-8.7774,265.2659,0.3496,6.5018,0.1538,3.9092,1.1758,1.0616,10.6384,6.5654,65.7185,2.5380000000000003,-10.0465,-7.5084,8.0813,-80.1018,28953.5936,699762.6697,439.3269,435.0045,-3.9092,1.6068,9.4252,0.8514,-5.5346,0.8514,0.5175000000000001,8.3359,1.2027,-7.8184,4.6927,0.0171,1.2523,1.3405,-16.041,-5.4899,0.6782,3.9728,2.0,0.0
CHEMBL2153435,2.42,CCNC(=O)C[C@H]1N=C(c2ccc(Cl)cc2)c3cc(OC)ccc3n4c(C)nnc14,8.2347,-8.9375,-0.7027,7.2806,0.8768,7.8058,0.0,663.5113,-18.9063,-2.9807,-8.9787,292.3777,0.4325,6.4038,0.1562,4.0787,1.2997,0.9932,10.5968,6.4959,64.2852,2.2149,-10.0861,-7.8713,6.4093,-85.6716,35277.6634,872714.5409,488.7641,492.1825,-4.0787,1.9207,10.0781,0.887,-5.6796,0.887,0.4229,8.5803,1.274,-8.1574,4.4677,0.017,1.2952,1.458,-13.7127,-2.891,0.6782,1.0342,2.0,0.0
CHEMBL1209739,3.13,COc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,9.0307,-8.6764,0.3543,7.1594,-0.2689,7.4891,0.0,605.8524,-17.6634,-3.0496,-8.1064,283.7647,0.2045,7.4283,0.1347,3.4453,0.7994,1.3222,10.8543,5.4185,91.6987,2.6626000000000003,-9.4377,-6.7751,6.7171,-80.5297,33603.4114,810320.3747,460.7105,484.0236,-3.4453,0.6807000000000001,7.5712,0.7138,-5.3023,0.7138,1.0682,7.9588,0.9276,-6.8905,4.6912,0.0115,1.4364,1.0117,-16.2382,0.9462,0.6782,3.4352,2.0,0.0
CHEMBL1364,-0.58,Cc1ncc(CO)c(CO)c1O,10.271,-9.3132,0.9577,7.9775,-1.2234,4.4487,0.0,339.2056,-15.8747,-9.1414,-8.2736,111.8757,0.1104,9.2009,0.1087,3.3771,0.6213000000000001,1.4297,12.9179,2.5364,86.3393,3.3099,-9.9286,-6.6187000000000005,4.0377,-37.851,5387.1142,123064.0432,220.4323,207.5747,-3.3771,0.2584,7.0126,0.6172000000000001,-5.6773,0.6172000000000001,1.8447,8.5989,0.7344,-6.7542,4.35,0.0056,1.7844,0.8467,-7.4936,0.0821,0.6782,1.1086,2.0,0.0
CHEMBL453053,1.22,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CNC3CCCC3)cc2,8.4515,-7.9241,0.5274,6.7148,0.1093,3.6842,0.0,608.234,-22.3372,-7.9458,-8.2985,255.584,0.2974,6.6055,0.1514,3.4121,0.8819,1.2891,10.2815,5.6938,64.3174,2.4761,-9.5365,-7.0604,3.1713,-72.8831,26902.453,668800.8251,434.8452,433.0474,-3.4121,0.9411,7.7652,0.7666000000000001,-5.0634,0.7666000000000001,0.7725000000000001,7.5967,1.0332,-6.8241,4.5756,0.0159,1.2195,1.057,-14.6139,-0.4557,0.6782,5.4835,2.0,0.0
CHEMBL2059000,0.5,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1,9.3227,-8.2654,1.0573,7.3037,0.3678,4.0026,0.0,550.279,-17.2274,-7.5349,-8.6355,218.4,0.2392,6.9359,0.1442,3.8357,1.0608,1.1181,11.0259,6.2045,70.072,2.8667,-10.0689,-7.2022,4.523,-62.7293,19546.7767,530839.9064,381.9698,373.1084,-3.8357,1.2745,8.946,0.8031,-5.5697,0.8031,0.6930000000000001,8.3645,1.1061,-7.6715,4.7795000000000005,0.0143,1.3019,1.2435,-13.1207,2.75,0.6782,6.0975,2.0,0.0
CHEMBL421604,1.34,CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,9.3107,-8.4333,0.8774000000000001,6.8115,0.1381,6.6037,0.0,798.3297,-43.1959,-14.1406,-8.4951,371.3128,0.2087,6.6734,0.1499,3.4748,0.9047,1.2615,9.7003,6.4668,81.3035,3.0647,-10.0274,-6.9627,6.2185,-112.0518,57864.8133,1491724.2291,606.5412,627.011,-3.4748,0.9783,7.9278,0.7708,-5.1432,0.7708,0.7667,7.7162,1.0416,-6.9496,4.6087,0.0156,1.4385,1.116,-33.6016,3.8681,0.6782,4.474,2.0,0.0
CHEMBL2171042,1.84,Cc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,8.7061,-9.0541,-0.3479,7.069,0.3745,5.4857,0.0,779.8914,-27.908,-4.6095,-8.393,348.7654,0.204,6.6945,0.1494,3.7218,1.0346,1.1498,9.9043,6.8104,90.1298,3.0341,-9.91,-6.8759,5.6277,-103.64,51455.0433,1317900.2644,576.8477,592.5096,-3.7218,1.2533,8.6969,0.806,-5.3954,0.806,0.66,8.1036,1.1119,-7.4436,4.6356,0.0154,1.4959,1.2447,-24.9577,0.981,0.6782,3.3474,2.0,0.0
CHEMBL2172001,1.93,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4,8.2802,-8.388,-0.1078,6.5816,0.3381,7.0348,0.0,722.7347,-22.5945,-2.8986,-8.1044,336.0649,0.5165000000000001,6.2436,0.1602,3.4598,0.9589,1.2388,9.9459,6.6002,55.9276,1.7829000000000002,-8.9958,-7.213,6.5416,-100.8563,49027.8716,1132990.4702,567.0961,597.8096,-3.4598,1.1564,8.076,0.8042,-5.0207,0.8042,0.6209,7.5406,1.1083,-6.9197,4.8132,0.0198,1.1683,1.1226,-15.8844,-4.4896,0.6782,1.2112,2.0,0.0
CHEMBL2062566,3.3,CC(=O)Nc1ccc2CCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,7.6482,-7.3638,0.2844,6.905,0.1811,10.2366,0.0,616.8449,-24.3663,-3.171,-8.3912,260.9628,0.2821,6.7238,0.1487,3.5431,0.934,1.2325,10.5077,6.1936,70.6563,2.849,-9.8157,-6.9667,9.9213,-77.0696,28292.7839,678666.9597,445.8204,438.3853,-3.5431,1.0333,8.1194,0.777,-5.224,0.777,0.7528,7.8389,1.054,-7.0861,4.8076,0.0158,1.251,1.1133,-15.7423,-6.1312,0.6782,4.9789,2.0,0.0
CHEMBL107920,3.84,Fc1cc(F)cc(c1)c2cc(on2)N(CCCN3CCCCCC3)Cc4ccc5OCOc5c4,8.4423,-7.9501,0.4922,6.7707,0.3125,5.6461,0.0,715.225,-10.5089,-2.502,-8.3799,317.9252,0.3197,6.4582,0.1549,3.5416,0.9713,1.2149,10.1,6.1717,74.5912,2.1376,-9.4487,-7.3111,6.756,-100.9113,43058.8355,1002250.3487,533.8552,555.673,-3.5416,1.1509,8.2341,0.7984,-5.1562,0.7984,0.6588,7.742,1.0969,-7.0832,4.5942,0.0171,1.2448,1.1484,-8.8129,0.1278,0.6782,1.9896,2.0,0.0
CHEMBL1831130,1.55,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,8.3253,-8.612400000000001,-0.287,7.3554,0.3433,4.1826,0.0,592.541,-18.1163,-3.3248,-8.7111,240.4352,0.2878,7.012,0.1426,3.8493,1.0573,1.1177,10.9743,6.0868,65.3515,2.5331,-9.9777,-7.4446,4.2026,-76.4863,24707.4898,577623.903,429.903,426.1355,-3.8493,1.2565,8.9552,0.7991,-5.6024,0.7991,0.714,8.4127,1.0982,-7.6987,4.6812000000000005,0.0136,1.3519,1.2491,-15.9706,0.5009,0.6782,3.9124,2.0,0.0
CHEMBL230641,4.21,CC(C)c1ccccc1Nc2nc(SCc3cccs3)n[nH]2,8.9333,-7.8427,1.0906,7.0178,-0.0252,4.7167,0.0,559.5147,-9.8328,-2.2581,-8.211500000000001,242.7894,0.2162,7.0431,0.142,3.4963,0.868,1.2744,10.6814,6.1041,80.2274,3.0434,-9.7332,-6.6898,5.4254,-61.6239,23384.957,633499.582,397.3563,395.7806,-3.4963,0.8559,7.8485,0.7465,-5.2571,0.7465,0.8932,7.8858,0.9929,-6.9926,4.8964,0.014,1.3274,1.0622,-6.3976,-1.8553,0.6782,1.9923,2.0,0.0
CHEMBL98406,2.2,Nc1nc2ccc(F)cc2s1,9.7531,-8.2412,1.5119,8.2103,-0.6191,3.8139,0.0,314.68,-10.555,-4.2372,-8.6681,109.7371,0.1106,8.8294,0.1133,3.7956,0.8158000000000001,1.2251,13.3191,3.7892,84.7189,3.5801,-10.4581,-6.878,4.301,-31.3766,4716.5379,133439.7261,190.6679,175.5657,-3.7956,0.5714,8.1626,0.6799000000000001,-6.003,0.6799000000000001,1.4349,9.0261,0.8598,-7.5912,4.7585,0.0069,1.5727,1.0266,-6.384,-0.612,0.6782,5.033,2.0,0.0
CHEMBL376813,2.7,COc1cc(N2CC[C@H](C2)N(C)C)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,7.1811,-8.0038,-0.8227,6.3341,0.6027,8.3248,0.0,772.7336,-23.1917,-3.0248,-8.531600000000001,348.6339,0.5362,5.7314,0.1745,3.4684,1.0499,1.1931,9.2913,6.5083,56.1142,2.1154,-9.5893,-7.4739,9.0305,-105.5821,51311.9802,1187441.0748,578.9494,599.9898,-3.4684,1.4477,8.3844,0.8553000000000001,-4.9012,0.8553000000000001,0.4472,7.384,1.2107,-6.9367,4.4314,0.0236,1.1381,1.1991,-21.1956,0.3505,0.6782,3.8543,2.0,0.0
CHEMBL26894,0.36,Oc1ccc(cc1)S(=O)(=O)Nc2nccs2,8.792300000000001,-8.987,-0.1947,8.1618,0.0196,6.1885,0.0,408.1735,-21.0583,-7.6341,-8.8265,166.9234,0.1409,8.1422,0.1228,4.0907,1.0277,1.0849,12.5489,5.3141,85.155,3.4151,-10.5341,-7.119,5.5012,-47.8745,11034.736,314240.0425,269.3748,260.6931,-4.0907,1.0378,9.2191,0.7524000000000001,-6.1262,0.7524000000000001,1.0081,9.1895,1.0048,-8.1813,4.8408,0.009,1.5004,1.2445,-16.4801,2.3777,0.6782,3.5466,2.0,0.0
CHEMBL329672,3.9,Clc1cccc(Nc2ncnc3ccccc23)c1,7.8486,-8.3672,-0.5186000000000001,7.4924,0.6177,3.6678,0.0,441.6663,-9.6841,-1.3593,-8.7857,182.6279,0.3714,6.8747,0.1455,4.055,1.1959,1.0311,11.6258,6.0733,61.2491,2.2172,-9.8943,-7.6772,3.3293,-48.4132,13029.142,343575.1715,292.3243,285.5478,-4.055,1.588,9.6981,0.8398,-5.7737,0.8398,0.5782,8.6883,1.1797,-8.1101,4.7946,0.0147,1.2028,1.3514,-5.3494,-3.6535,0.6782,1.042,2.0,0.0
CHEMBL1946026,2.75,O=C(N1CCCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,8.065,-8.371,-0.306,6.6084,0.8087000000000001,5.2704,0.0,772.6647,-12.7413,-1.9634,-8.5216,370.0889,0.5674,5.7997,0.1724,3.7085,1.1859,1.0899,9.684,7.3375,61.2616,2.0022,-9.5227,-7.5205,4.9311,-98.5713,55428.795,1388072.3304,591.1619,608.0899,-3.7085,1.7599,9.1769,0.8895000000000001,-5.1584,0.8895000000000001,0.3772,7.7942,1.279,-7.4171,4.8022,0.0246,1.1528,1.326,-10.23,-1.226,0.6782,2.3663,2.0,0.0
CHEMBL1288221,2.94,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(Cl)c4,7.5642,-7.7099,-0.1457,6.9565,0.907,5.4604,0.0,609.7659,-19.7705,-4.8447,-8.8252,269.5889,0.4513,6.0495,0.1653,3.9318,1.2795,1.0217,10.3786,6.6583,57.1756,2.1606,-9.9055,-7.7448,5.676,-78.2026,29704.6547,784175.2563,430.7099,440.2348,-3.9318,1.9424,9.8059,0.9002,-5.4441,0.9002,0.3725,8.236,1.3005,-7.8635,4.5867,0.0207,1.1493,1.4144,-14.7131,-0.891,0.6782,6.4058,2.0,0.0
CHEMBL1574150,4.36,O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,8.4614,-8.7045,-0.2431,6.9447,0.4945,4.7395,0.0,698.0786,-14.0017,-2.1433,-8.580400000000001,340.9449,0.3388,6.4502,0.155,3.7196,1.0726,1.1344,10.1487,6.7349,69.6614,2.7308,-9.9459,-7.215,4.2794,-98.1749,47565.658,1138230.0622,543.4259,566.2386,-3.7196,1.3771,8.8164,0.8267,-5.3322,0.8267,0.5781000000000001,8.0173,1.1534,-7.4392,4.7222,0.0176,1.296,1.2514,-10.2342,-2.3024,0.6782,5.3614,2.0,0.0
CHEMBL272282,1.63,CN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13,7.2049,-7.3312,-0.1262,7.2486,0.5077,3.9431,0.0,483.773,-9.3719,-1.9663,-8.7986,210.4655,0.3541,6.7409,0.1484,3.8781,1.1168,1.0894,11.3315,5.8735,66.4865,1.8513,-9.7242,-7.8729,3.7064,-58.8123,17764.1194,454466.0595,344.184,343.882,-3.8781,1.4317,9.1879,0.8256,-5.5633,0.8256,0.6091,8.3653,1.1512,-7.7562,4.7244,0.0154,1.1668,1.2693,-6.7323,-1.3515,0.6782,0.8818,2.0,0.0
CHEMBL128613,2.79,CN1CCN(CC1)C(=O)c2cc3cc(Br)ccc3[nH]2,8.8469,-8.7587,0.0883,7.25,0.1211,3.9849,0.0,487.7559,-11.3573,-2.267,-8.6049,198.2871,0.2192,7.1289,0.1404,3.6855,0.9533,1.1923,11.0388,5.1638,73.931,2.641,-9.9254,-7.2844,5.8976,-55.1053,16199.9103,435168.3916,341.6588,336.7957,-3.6855,1.0189,8.39,0.7673,-5.4677,0.7673,0.8323,8.2033,1.0346,-7.371,4.4158,0.0122,1.3306,1.1454,-8.6659,-1.1026,0.6782,3.591,2.0,0.0
CHEMBL251202,2.65,COc1cccc(c1)C(=O)N2CCC(CC2)N3C(=O)Nc4ccccc34,9.99,-8.7477,1.2423,7.189,-0.2232,5.6913,0.0,582.1506,-16.8738,-3.6074,-8.3959,249.0251,0.1453,7.4122,0.1349,3.4829,0.8185,1.3018,10.6352,5.798,91.2091,3.695,-10.2434,-6.5484,5.7598,-74.598,25741.8628,609459.9476,421.3743,422.2641,-3.4829,0.7176,7.6834,0.7199,-5.336,0.7199,1.0417,8.0075,0.9399,-6.9658,4.7337,0.0116,1.4957,1.043,-14.4137,0.4691,0.6782,3.8692,2.0,0.0
CHEMBL1430943,3.44,CCCS(=O)(=O)N1CCCC(C1)C(=O)N2CCC(Cc3ccccc3)CC2,10.9397,-9.4959,1.4437,7.3378,-0.9815,5.5905000000000005,0.0,652.5797,-21.8739,-3.0549,-8.1901,281.9846,0.0766,8.3193,0.1202,3.1782,0.6074,1.5048,10.5793,4.808,107.3347,4.0777,-10.229,-6.1512,5.723,-82.6468,34498.4598,813192.7611,490.6842,506.2313,-3.1782,0.2914,6.6477,0.6321,-5.258,0.6321,1.5889,7.9452,0.7643000000000001,-6.3563,4.5155,0.0079,1.8653,0.8778,-20.5806,1.0834,0.6782,3.6787,2.0,0.0
CHEMBL605785,2.98,COC1(CCOCC1)c2ccc(NC(=O)C3=CC(=O)c4cc(F)cc(c4O3)c5c(C)nn(C)c5C)cn2,8.1615,-9.3733,-1.2118,7.2648,1.5403,7.9372,0.0,736.8827,-20.1481,-3.6328,-9.3681,338.1213,0.6106,5.7245,0.1747,4.4026,1.693,0.8411000000000001,10.3206,7.3638,55.0927,1.7472,-10.2417,-8.4945,8.578,-108.3977,48247.118,1140941.4066,557.1971,580.0103,-4.4026,3.0848,11.8899,1.0191,-5.8337,1.0191,0.1527,8.9578,1.5381,-8.8051,4.4397,0.0237,1.2558,1.7822,-17.7831,0.5897,0.6782,1.0334,2.0,0.0
CHEMBL128514,3.5,CNC(=O)c1ccc(CCC(COc2ccc(cc2)c3cccc(c3)[N+](=O)[O-])N4C(=O)CSC4=O)cc1,8.5969,-9.2153,-0.6185,7.4881,1.697,5.8106,0.0,758.0377,-22.3897,-4.6497,-9.6577,354.5261,0.5089,5.7911,0.1727,4.5926,1.8222,0.7937000000000001,10.4426,8.2188,66.8629,1.9428,-10.6291,-8.6863,6.7856000000000005,-106.9493,51478.6157,1291158.0022,562.2204,588.1296,-4.5926,3.42,12.6052,1.0434,-6.0404,1.0434,0.1251,9.3103,1.5867,-9.1852,4.7381,0.0245,1.3533,1.8995,-22.3906,3.9724,0.6782,1.6094,2.0,0.0
CHEMBL440464,0.5,CN1CCCC1c2cccnc2,9.6333,-8.5741,1.0591,7.3841,-1.3687,2.7787,0.0,349.9212,-3.7051,-0.5039,-8.0791,125.9749,0.1702,8.7529,0.1142,3.0077,0.5168,1.6211,12.374,2.1693,82.5511,2.8461,-9.5021,-6.656,2.3478,-34.395,6676.1473,152047.7193,236.9634,227.8724,-3.0077,0.1537,6.1691,0.5936,-5.1959,0.5936,1.8856,7.9009,0.6873,-6.0154,4.2639,0.0063,1.7025,0.7099000000000001,-1.5164,-2.363,0.6782,0.314,2.0,0.0
CHEMBL104298,1.6,Oc1nc2cc(Cl)cc(Cl)c2c(O)c1c3ccccc3,8.7513,-8.8452,-0.0938,7.6639,0.7219,2.1745,0.0,469.3107,-12.3326,-6.7434,-9.1359,199.665,0.2775,6.942,0.1441,4.1929,1.2663,0.9876,11.5287,6.2448,67.3183,2.7767,-10.5243,-7.7476,2.046,-56.895,15784.3906,439219.2013,316.5338,314.3385,-4.1929,1.74,10.1258,0.854,-5.9284,0.854,0.5445,8.9303,1.208,-8.3858,4.6938,0.014,1.2978,1.4352,-5.016,-1.2514,0.6782,4.313,2.0,0.0
CHEMBL6399,0.9,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3cnccn3,7.4806,-8.3716,-0.8911,7.0203,0.7693,7.9793,0.0,508.2659,-21.0036,-3.602,-8.777,233.2257,0.5138,6.251,0.16,3.8948,1.2135,1.0495,10.9168,6.4027,56.8297,2.1818,-9.8679,-7.6861,7.897,-65.4801,21829.2155,551704.8182,362.912,368.9188,-3.8948,1.7405,9.5302,0.8732000000000001,-5.4575,0.8732000000000001,0.4442,8.2338,1.2463,-7.7896,4.765,0.0195,1.0802,1.3437,-16.2155,-1.8643,0.6782,1.7356,2.0,0.0
CHEMBL271939,2.4,Oc1ccc(cc1)C2CC(=O)c3ccc(O)cc3O2,9.6607,-9.2607,0.4,7.7674,0.1705,4.2048,0.0,447.7619,-16.2212,-8.5956,-9.0311,175.4911,0.2084,7.5969,0.1317,3.9689,1.0369,1.103,11.8491,5.5095,74.059,3.0558,-10.559,-7.5032,4.191,-54.5088,12525.6133,307184.7854,300.8675,293.6602,-3.9689,1.1282,9.0661,0.7725000000000001,-5.8682,0.7725000000000001,0.8664000000000001,8.8043,1.045,-7.9379,4.7104,0.0107,1.4088,1.2393,-10.1603,1.8565,0.6782,1.8874,2.0,0.0
CHEMBL303714,0.4,NCc1nc2ccccc2[nH]1,9.8795,-8.604,1.2755,7.9661,-1.234,3.5466,0.0,326.1312,-8.5148,-2.7468,-8.295,110.1826,0.0852,9.2002,0.1087,3.366,0.6159,1.4331,12.9599,2.9013,92.0551,3.7865,-10.1882,-6.4017,3.182,-30.4904,4876.6076,115815.5218,208.8936,188.784,-3.366,0.2475,6.9796,0.6159,-5.6661,0.6159,1.8499,8.582,0.7318,-6.7321,4.5646,0.0058,1.7745000000000002,0.8385,-3.4157,-3.0304,0.6782,4.242,2.0,0.0
CHEMBL1559397,-0.8,OC(=O)c1cc(nc2ccc(F)cc12)c3ccncc3,7.9571,-9.4132,-1.4561,7.8189,1.5149,2.7369,0.0,451.5523,-14.8155,-6.6578,-9.4016,179.5939,0.5748,6.304,0.1586,4.6669,1.7275,0.8088000000000001,12.0522,6.8787,50.0293,1.5881,-10.1962,-8.608,1.8242,-55.4229,12865.1386,321278.4357,295.1798,287.7817,-4.6669,3.031,12.3648,0.9904,-6.2429,0.9904,0.2125,9.5464,1.4806,-9.3338,4.7985,0.0192,1.1001,1.819,-7.9551,-0.8808,0.6782,0.5365,2.0,0.0
